,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,cluster_label,Education_Level,Card_Category
1009,36,6,3,24149.0,1848,0.077,2584.0,66,39.15151515151515,2,Graduate,Blue
1010,36,1,3,24657.0,633,0.026,1954.0,46,42.47826086956522,2,Graduate,Blue
1012,36,3,3,4939.0,1296,0.262,2150.0,43,50.0,2,College,Blue
1016,36,2,3,1438.3,0,0.0,2584.0,42,61.523809523809526,2,Doctorate,Blue
1017,29,6,3,5735.0,2410,0.42,3908.0,75,52.10666666666667,2,Unknown,Blue
1018,29,4,3,6698.0,1327,0.198,4065.0,77,52.79220779220779,2,Unknown,Blue
1020,36,4,3,1438.3,1002,0.697,2004.0,25,80.16,2,Graduate,Blue
1021,48,4,5,13114.0,2247,0.171,2474.0,51,48.509803921568626,2,Unknown,Blue
1024,36,4,3,5137.0,0,0.0,2043.0,52,39.28846153846154,2,Unknown,Blue
1028,37,4,3,15578.0,0,0.0,4449.0,81,54.925925925925924,2,Graduate,Silver
1037,31,6,3,5496.0,0,0.0,1913.0,34,56.26470588235294,2,Graduate,Blue
1038,36,5,3,12342.0,0,0.0,1430.0,37,38.648648648648646,2,Graduate,Blue
1040,36,3,3,5483.0,535,0.098,2051.0,49,41.857142857142854,2,High School,Blue
1046,36,3,3,20274.0,2100,0.104,5274.0,66,79.9090909090909,2,Graduate,Blue
1049,36,6,3,8026.0,2202,0.274,4072.0,72,56.55555555555556,2,High School,Blue
1050,38,6,4,23692.0,2402,0.101,3632.0,62,58.58064516129032,2,Doctorate,Blue
1056,38,2,3,6967.0,1767,0.254,1919.0,38,50.5,2,Graduate,Blue
1058,45,5,3,14366.0,888,0.062,3868.0,66,58.60606060606061,2,College,Blue
1061,33,4,3,18737.0,0,0.0,4010.0,76,52.76315789473684,2,Graduate,Silver
1064,33,5,4,1527.0,0,0.0,1877.0,38,49.39473684210526,2,Uneducated,Blue
1067,33,6,3,3855.0,1188,0.308,3885.0,83,46.80722891566265,2,Graduate,Blue
1070,33,4,3,16037.0,0,0.0,3048.0,70,43.542857142857144,2,Post-Graduate,Blue
1071,39,2,3,14839.0,512,0.035,1453.0,26,55.88461538461539,2,High School,Blue
1073,40,3,3,30314.0,776,0.026,3290.0,82,40.1219512195122,2,Unknown,Blue
1074,35,5,3,3538.0,0,0.0,4123.0,74,55.71621621621622,2,Graduate,Blue
1075,32,6,3,30820.0,1724,0.056,3402.0,75,45.36,2,Graduate,Blue
1076,39,3,3,2680.0,1652,0.616,3382.0,58,58.310344827586206,2,Uneducated,Blue
1077,41,3,3,7478.0,1775,0.237,4042.0,79,51.164556962025316,2,High School,Blue
1079,36,3,5,15412.0,0,0.0,3993.0,73,54.6986301369863,2,College,Blue
1081,36,3,3,18873.0,0,0.0,2021.0,38,53.18421052631579,2,Uneducated,Blue
1083,38,3,3,7084.0,0,0.0,2287.0,44,51.97727272727273,2,High School,Blue
1088,36,6,3,25133.0,0,0.0,4033.0,73,55.24657534246575,2,Post-Graduate,Silver
1095,32,5,3,4204.0,0,0.0,3799.0,85,44.694117647058825,2,College,Blue
1096,37,5,3,8017.0,0,0.0,3042.0,55,55.30909090909091,2,Graduate,Blue
1101,36,6,3,1438.3,787,0.547,4587.0,58,79.08620689655173,2,College,Blue
1103,38,5,3,34516.0,0,0.0,3250.0,63,51.58730158730159,2,Uneducated,Blue
1105,36,2,3,22917.0,0,0.0,2045.0,45,45.44444444444444,2,Unknown,Blue
1107,36,5,3,11884.0,1339,0.113,4134.0,72,57.416666666666664,2,Uneducated,Silver
1112,38,6,3,2468.0,0,0.0,3371.0,62,54.37096774193548,2,Uneducated,Blue
1113,31,5,3,34516.0,1566,0.045,3961.0,53,74.73584905660377,2,Uneducated,Silver
1114,45,4,3,3183.0,1358,0.427,3988.0,81,49.23456790123457,2,High School,Blue
1115,36,2,3,1438.3,0,0.0,1651.0,42,39.30952380952381,2,Graduate,Blue
1116,36,6,3,24528.0,2396,0.098,4070.0,67,60.74626865671642,2,Uneducated,Blue
1118,35,3,3,9589.0,628,0.065,3971.0,66,60.166666666666664,2,Graduate,Blue
1119,37,4,3,5826.0,0,0.0,3756.0,73,51.45205479452055,2,Unknown,Blue
1122,36,6,3,13049.0,943,0.072,3944.0,72,54.77777777777778,2,Graduate,Blue
1123,28,3,4,5216.0,1519,0.291,3434.0,49,70.08163265306122,2,Post-Graduate,Blue
1124,54,6,5,7699.0,1758,0.228,5103.0,62,82.30645161290323,2,Uneducated,Blue
1128,38,4,3,7958.0,1559,0.196,4962.0,72,68.91666666666667,2,Uneducated,Blue
1129,55,3,5,3807.0,2517,0.661,1739.0,36,48.30555555555556,2,High School,Blue
1130,40,3,5,4097.0,655,0.16,2611.0,51,51.19607843137255,2,Unknown,Blue
1131,36,1,3,33384.0,0,0.0,2066.0,46,44.91304347826087,2,Graduate,Blue
1132,45,5,3,4417.0,0,0.0,4253.0,72,59.06944444444444,2,Graduate,Blue
1135,36,2,3,1438.3,0,0.0,1739.0,44,39.52272727272727,2,Graduate,Blue
1137,34,5,3,12420.0,0,0.0,4422.0,70,63.17142857142857,2,Doctorate,Blue
1138,40,6,4,7037.0,0,0.0,4099.0,71,57.732394366197184,2,Unknown,Blue
1144,44,1,3,4384.0,0,0.0,1832.0,49,37.38775510204081,2,Unknown,Blue
1145,34,6,3,1511.0,0,0.0,1329.0,35,37.97142857142857,2,High School,Blue
1147,36,4,3,9595.0,509,0.053,4050.0,72,56.25,2,Unknown,Blue
1149,36,3,3,15221.0,1166,0.077,3848.0,68,56.588235294117645,2,Doctorate,Blue
1151,31,6,3,2960.0,1835,0.62,3941.0,64,61.578125,2,Uneducated,Blue
1152,36,4,3,10816.0,871,0.081,3221.0,68,47.36764705882353,2,High School,Blue
1155,30,6,3,4539.0,2053,0.452,2960.0,67,44.17910447761194,2,College,Blue
1158,35,4,5,1686.0,1271,0.754,3445.0,64,53.828125,2,High School,Blue
1161,40,4,3,6492.0,719,0.111,4828.0,78,61.8974358974359,2,Doctorate,Blue
1164,36,6,3,34516.0,1698,0.049,3498.0,68,51.44117647058823,2,Unknown,Silver
1166,44,4,3,3778.0,0,0.0,2367.0,45,52.6,2,High School,Blue
1168,43,5,3,8346.0,1452,0.174,4141.0,79,52.41772151898734,2,High School,Blue
1169,38,3,4,7560.0,788,0.104,4296.0,68,63.1764705882353,2,Uneducated,Blue
1171,36,2,3,29149.0,0,0.0,2106.0,56,37.607142857142854,2,High School,Blue
1172,33,6,4,3160.0,1180,0.373,3740.0,68,55.0,2,Uneducated,Blue
1173,40,4,3,1438.3,0,0.0,4869.0,66,73.77272727272727,2,Graduate,Blue
1177,36,4,4,5853.0,1190,0.203,3595.0,80,44.9375,2,Unknown,Blue
1182,35,6,3,11096.0,0,0.0,3949.0,69,57.231884057971016,2,Graduate,Blue
1183,35,3,4,27391.0,587,0.021,2862.0,56,51.107142857142854,2,Post-Graduate,Blue
1184,44,3,4,7050.0,1008,0.143,2176.0,39,55.794871794871796,2,Graduate,Blue
1188,36,5,3,22143.0,730,0.033,4263.0,62,68.75806451612904,2,High School,Blue
1189,34,3,3,1561.0,0,0.0,1947.0,28,69.53571428571429,2,Unknown,Blue
1193,36,3,4,7840.0,0,0.0,4062.0,71,57.2112676056338,2,College,Blue
1194,34,4,4,22074.0,0,0.0,4406.0,80,55.075,2,College,Blue
1195,40,4,3,3532.0,764,0.216,4066.0,74,54.945945945945944,2,Graduate,Blue
1196,35,3,4,8795.0,2517,0.286,4552.0,81,56.19753086419753,2,High School,Blue
1197,41,3,3,6060.0,1687,0.278,3953.0,65,60.815384615384616,2,Graduate,Blue
1199,35,3,3,5652.0,548,0.097,3710.0,70,53.0,2,Graduate,Blue
1201,36,4,4,2223.0,597,0.269,3331.0,67,49.71641791044776,2,Graduate,Blue
1204,40,6,3,7540.0,773,0.103,4755.0,58,81.98275862068965,2,High School,Blue
1205,39,3,3,8580.0,1636,0.191,1880.0,37,50.810810810810814,2,Uneducated,Blue
1207,45,2,3,30540.0,0,0.0,1980.0,36,55.0,2,Graduate,Silver
1209,35,4,3,7255.0,0,0.0,3148.0,62,50.774193548387096,2,High School,Blue
1210,44,3,3,9843.0,1273,0.129,3677.0,66,55.71212121212121,2,Graduate,Blue
1213,35,3,3,18358.0,1044,0.057,3920.0,85,46.11764705882353,2,High School,Blue
1215,37,6,2,2793.0,1661,0.595,3247.0,69,47.05797101449275,2,High School,Blue
1218,35,6,3,5065.0,1362,0.269,3555.0,75,47.4,2,Graduate,Blue
1221,34,6,3,5395.0,1439,0.267,3523.0,79,44.59493670886076,2,Unknown,Blue
1222,36,2,3,1610.0,0,0.0,2729.0,45,60.644444444444446,2,Graduate,Blue
1226,37,4,3,34516.0,2386,0.069,3924.0,65,60.36923076923077,2,High School,Silver
1227,38,2,3,10309.0,0,0.0,1760.0,40,44.0,2,College,Blue
1228,36,4,3,4983.0,1355,0.272,1939.0,30,64.63333333333334,2,High School,Blue
1234,35,3,3,10290.0,753,0.073,4326.0,81,53.407407407407405,2,Graduate,Blue
1235,36,3,3,1438.3,0,0.0,1517.0,38,39.921052631578945,2,Uneducated,Blue
1238,38,4,3,1891.0,922,0.488,3822.0,69,55.391304347826086,2,Graduate,Blue
1243,30,1,3,4579.0,1506,0.329,1915.0,44,43.52272727272727,2,Uneducated,Blue
1244,31,4,3,25824.0,1170,0.045,3101.0,73,42.47945205479452,2,Graduate,Silver
1247,37,4,3,6593.0,0,0.0,3520.0,69,51.01449275362319,2,Unknown,Blue
1248,40,6,3,1625.0,0,0.0,2314.0,43,53.81395348837209,2,Graduate,Blue
1249,36,2,3,2121.0,0,0.0,1464.0,32,45.75,2,Graduate,Blue
1258,45,5,3,1652.0,1318,0.798,4533.0,69,65.69565217391305,2,High School,Blue
1262,37,2,4,2339.0,0,0.0,1542.0,45,34.266666666666666,2,Graduate,Blue
1263,41,5,2,2582.0,1399,0.542,2144.0,42,51.04761904761905,2,Graduate,Blue
1269,40,3,2,2110.0,844,0.4,4812.0,77,62.493506493506494,2,Graduate,Blue
1270,35,3,3,6109.0,1549,0.254,4430.0,69,64.20289855072464,2,High School,Blue
1271,45,5,4,34516.0,1938,0.056,2275.0,46,49.45652173913044,2,Graduate,Silver
1274,36,6,3,4377.0,1500,0.343,3900.0,62,62.903225806451616,2,Unknown,Blue
1275,34,3,3,2516.0,0,0.0,2257.0,51,44.254901960784316,2,Unknown,Blue
1277,47,1,3,1714.0,0,0.0,2279.0,46,49.54347826086956,2,High School,Blue
1278,42,1,3,5798.0,2517,0.434,1860.0,43,43.25581395348837,2,Graduate,Blue
1279,40,6,3,34516.0,1757,0.051,4223.0,81,52.135802469135804,2,Uneducated,Blue
1282,40,4,3,1513.0,725,0.479,4042.0,72,56.138888888888886,2,Graduate,Blue
1287,37,3,5,9051.0,1557,0.172,4169.0,72,57.90277777777778,2,Unknown,Blue
1297,41,5,3,31501.0,1810,0.057,3893.0,81,48.06172839506173,2,Graduate,Silver
1299,34,5,3,33913.0,0,0.0,4160.0,76,54.73684210526316,2,Unknown,Blue
1301,33,1,3,3443.0,0,0.0,2505.0,45,55.666666666666664,2,Graduate,Blue
1305,36,2,3,1606.0,0,0.0,2628.0,41,64.09756097560975,2,Unknown,Blue
1306,34,5,3,5371.0,1499,0.279,3282.0,66,49.72727272727273,2,Graduate,Blue
1312,38,6,3,8258.0,1771,0.214,1447.0,23,62.91304347826087,2,Doctorate,Blue
1313,35,6,3,3072.0,1611,0.524,3992.0,57,70.03508771929825,2,Graduate,Blue
1314,38,4,3,8892.0,889,0.1,4900.0,89,55.056179775280896,2,High School,Blue
1316,32,6,3,9294.0,2000,0.215,4431.0,82,54.03658536585366,2,Unknown,Blue
1323,28,6,4,1438.3,0,0.0,4815.0,81,59.44444444444444,2,High School,Blue
1328,31,4,3,1854.0,0,0.0,5245.0,89,58.93258426966292,2,High School,Blue
1331,39,3,3,3144.0,0,0.0,3774.0,80,47.175,2,Graduate,Blue
1332,42,6,3,4738.0,0,0.0,1900.0,36,52.77777777777778,2,Graduate,Blue
1343,47,4,3,2238.0,1324,0.592,4108.0,72,57.05555555555556,2,High School,Blue
1349,36,2,3,4963.0,0,0.0,2335.0,40,58.375,2,Unknown,Blue
1350,45,3,5,2463.0,1621,0.658,4118.0,70,58.82857142857143,2,Graduate,Blue
1351,31,5,3,6798.0,918,0.135,3961.0,69,57.405797101449274,2,Graduate,Blue
1352,35,3,3,3283.0,1856,0.565,4498.0,64,70.28125,2,College,Blue
1357,36,2,3,2468.0,0,0.0,2017.0,37,54.513513513513516,2,Graduate,Blue
1359,36,6,3,2174.0,877,0.403,4596.0,71,64.73239436619718,2,High School,Blue
1361,39,3,3,8148.0,701,0.086,4124.0,87,47.40229885057471,2,Uneducated,Blue
1362,31,6,5,2646.0,1983,0.749,4727.0,83,56.95180722891566,2,Post-Graduate,Blue
1368,32,4,3,10466.0,2080,0.199,4116.0,64,64.3125,2,Unknown,Silver
1372,35,3,3,1914.0,0,0.0,2687.0,41,65.53658536585365,2,Post-Graduate,Blue
1375,42,4,3,5129.0,1654,0.322,3192.0,61,52.32786885245902,2,Unknown,Blue
1376,36,3,3,34516.0,1048,0.03,4192.0,73,57.42465753424658,2,High School,Blue
1379,37,3,3,4139.0,0,0.0,2232.0,41,54.4390243902439,2,College,Blue
1383,48,4,3,4480.0,2465,0.55,3331.0,74,45.013513513513516,2,Doctorate,Blue
1384,49,1,3,1551.0,790,0.509,2379.0,46,51.71739130434783,2,Unknown,Blue
1387,36,3,3,32838.0,1717,0.052,2538.0,42,60.42857142857143,2,Unknown,Blue
1393,47,4,3,1438.3,0,0.0,4242.0,70,60.6,2,High School,Blue
1394,36,4,2,6465.0,1863,0.288,4490.0,68,66.02941176470588,2,College,Blue
1399,39,3,3,1438.3,0,0.0,2476.0,32,77.375,2,Graduate,Blue
1404,36,6,3,5370.0,653,0.122,4504.0,81,55.60493827160494,2,Graduate,Blue
1406,32,3,3,18535.0,1192,0.064,3780.0,70,54.0,2,High School,Silver
1410,36,6,3,14785.0,1088,0.074,4354.0,70,62.2,2,Unknown,Blue
1414,27,5,4,2035.0,0,0.0,4107.0,82,50.08536585365854,2,Uneducated,Blue
1416,36,3,3,2761.0,0,0.0,2753.0,43,64.02325581395348,2,Graduate,Blue
1417,40,5,3,2623.0,1647,0.628,4388.0,83,52.86746987951807,2,Post-Graduate,Blue
1418,31,4,3,31978.0,1659,0.052,2333.0,51,45.745098039215684,2,College,Blue
1420,31,6,3,2672.0,0,0.0,2576.0,39,66.05128205128206,2,Unknown,Blue
1424,23,6,5,2161.0,1404,0.65,4389.0,77,57.0,2,Uneducated,Blue
1429,39,5,2,2673.0,1275,0.477,4119.0,75,54.92,2,Unknown,Blue
1431,39,6,3,3889.0,1839,0.473,4423.0,63,70.2063492063492,2,Unknown,Blue
1435,38,4,5,34516.0,2076,0.06,3647.0,65,56.10769230769231,2,Unknown,Blue
1436,40,6,3,4476.0,0,0.0,3350.0,67,50.0,2,Unknown,Blue
1439,45,1,3,2721.0,1885,0.693,2594.0,48,54.041666666666664,2,Unknown,Blue
1443,35,4,4,4406.0,1247,0.283,3964.0,76,52.1578947368421,2,High School,Blue
1452,52,6,4,2302.0,0,0.0,2256.0,40,56.4,2,Doctorate,Blue
1453,44,4,5,5489.0,1665,0.303,4010.0,75,53.46666666666667,2,Unknown,Blue
1456,31,6,3,4433.0,1488,0.336,3847.0,76,50.61842105263158,2,Unknown,Blue
1457,36,4,2,1438.3,739,0.514,4078.0,77,52.96103896103896,2,Graduate,Blue
1459,36,4,3,3961.0,1729,0.437,4066.0,63,64.53968253968254,2,High School,Blue
1460,44,3,3,11606.0,0,0.0,2623.0,39,67.25641025641026,2,Uneducated,Blue
1462,43,4,3,4388.0,642,0.146,3836.0,81,47.358024691358025,2,Uneducated,Blue
1465,34,1,3,29715.0,0,0.0,2128.0,39,54.56410256410256,2,High School,Blue
1470,29,6,3,28422.0,1258,0.044,4841.0,80,60.5125,2,High School,Blue
1472,48,1,4,1671.0,0,0.0,2701.0,51,52.96078431372549,2,Graduate,Blue
1473,44,5,3,7026.0,1728,0.246,3935.0,66,59.621212121212125,2,College,Blue
1482,34,3,3,15060.0,0,0.0,1611.0,42,38.357142857142854,2,Uneducated,Blue
1486,29,3,3,34198.0,1804,0.053,4270.0,59,72.37288135593221,2,College,Blue
1490,41,6,3,1438.3,0,0.0,4617.0,67,68.91044776119404,2,College,Blue
1491,39,6,3,11410.0,979,0.086,2736.0,38,72.0,2,High School,Blue
1493,30,1,3,3032.0,0,0.0,2273.0,44,51.65909090909091,2,Uneducated,Blue
1494,36,4,3,15699.0,0,0.0,1793.0,40,44.825,2,High School,Blue
1498,45,3,3,25670.0,0,0.0,2709.0,51,53.11764705882353,2,Uneducated,Blue
1507,38,3,3,34516.0,2517,0.073,2376.0,55,43.2,2,Unknown,Blue
1510,54,3,5,24621.0,471,0.019,2864.0,51,56.15686274509804,2,High School,Blue
1511,51,3,5,2404.0,284,0.118,2511.0,51,49.23529411764706,2,Uneducated,Blue
1513,35,4,5,34516.0,668,0.019,3931.0,77,51.05194805194805,2,Unknown,Gold
1515,36,5,3,1734.0,857,0.494,4741.0,84,56.44047619047619,2,Unknown,Blue
1516,36,5,3,3562.0,0,0.0,4198.0,77,54.51948051948052,2,High School,Blue
1517,37,3,3,4540.0,2517,0.554,4804.0,66,72.78787878787878,2,High School,Blue
1518,26,3,5,1438.3,1226,0.852,3889.0,60,64.81666666666666,2,Graduate,Blue
1519,33,4,2,5152.0,1713,0.332,3919.0,57,68.75438596491227,2,Unknown,Blue
1522,38,3,3,6448.0,1087,0.169,4990.0,85,58.705882352941174,2,College,Blue
1524,35,3,3,13435.0,0,0.0,3575.0,56,63.839285714285715,2,Uneducated,Blue
1526,47,5,3,2495.0,2061,0.826,4399.0,70,62.84285714285714,2,Doctorate,Blue
1529,32,6,3,1438.3,170,0.118,2527.0,45,56.15555555555556,2,Uneducated,Blue
1530,36,4,3,1734.0,987,0.569,4727.0,67,70.55223880597015,2,Graduate,Blue
1531,37,6,3,2646.0,872,0.33,4246.0,80,53.075,2,Uneducated,Blue
1537,35,5,3,21696.0,1036,0.048,3354.0,76,44.13157894736842,2,Uneducated,Blue
1538,39,5,3,2992.0,1845,0.617,4339.0,84,51.654761904761905,2,High School,Blue
1546,32,3,3,3302.0,1980,0.6,3899.0,65,59.98461538461538,2,Graduate,Blue
1547,47,5,4,2687.0,1689,0.629,2370.0,34,69.70588235294117,2,High School,Blue
1548,36,3,3,2033.0,228,0.112,2572.0,43,59.81395348837209,2,Unknown,Blue
1549,35,3,3,10873.0,1514,0.139,5089.0,82,62.0609756097561,2,Graduate,Blue
1552,32,5,3,1438.3,0,0.0,2585.0,45,57.44444444444444,2,Unknown,Blue
1553,37,3,3,3034.0,468,0.154,4172.0,66,63.21212121212121,2,Graduate,Blue
1555,43,5,3,2222.0,1398,0.629,3960.0,79,50.12658227848101,2,Doctorate,Blue
1556,36,2,2,2440.0,1002,0.411,1533.0,42,36.5,2,Unknown,Blue
1559,36,4,3,17655.0,0,0.0,3692.0,79,46.734177215189874,2,High School,Blue
1561,36,4,3,3828.0,0,0.0,4470.0,58,77.06896551724138,2,Graduate,Blue
1567,36,3,3,10700.0,1346,0.126,4054.0,68,59.61764705882353,2,Post-Graduate,Blue
1568,36,4,3,7939.0,0,0.0,2269.0,42,54.023809523809526,2,High School,Blue
1571,43,6,3,5774.0,1519,0.263,4444.0,70,63.48571428571429,2,Unknown,Blue
1572,31,6,3,2069.0,839,0.406,4117.0,70,58.81428571428572,2,Unknown,Blue
1574,40,4,3,3888.0,2517,0.647,4377.0,88,49.73863636363637,2,Unknown,Blue
1577,39,1,3,12972.0,1424,0.11,2238.0,36,62.166666666666664,2,Doctorate,Blue
1582,39,5,3,1438.3,0,0.0,2492.0,35,71.2,2,Graduate,Blue
1584,42,3,5,2474.0,1539,0.622,4884.0,80,61.05,2,High School,Blue
1586,28,5,5,30357.0,1255,0.041,4435.0,68,65.22058823529412,2,Graduate,Blue
1587,36,3,3,8777.0,2517,0.287,4551.0,83,54.83132530120482,2,High School,Blue
1588,36,3,3,2575.0,411,0.16,2423.0,43,56.348837209302324,2,Unknown,Blue
1589,39,5,2,3003.0,1454,0.484,4378.0,96,45.604166666666664,2,Graduate,Blue
1591,43,5,3,11862.0,0,0.0,4101.0,88,46.60227272727273,2,College,Blue
1592,45,5,3,1952.0,1411,0.723,2452.0,44,55.72727272727273,2,Doctorate,Blue
1594,36,4,3,5062.0,1659,0.328,4243.0,102,41.59803921568628,2,Graduate,Blue
1595,45,3,3,2918.0,2049,0.702,3818.0,61,62.59016393442623,2,High School,Blue
1597,41,3,3,1438.3,0,0.0,1587.0,42,37.785714285714285,2,High School,Blue
1598,29,6,3,1545.0,751,0.486,4477.0,62,72.20967741935483,2,High School,Blue
1599,38,6,2,1438.3,604,0.42,4469.0,85,52.576470588235296,2,Graduate,Blue
1600,37,4,3,4112.0,1128,0.274,4446.0,75,59.28,2,Post-Graduate,Blue
1604,46,6,4,1970.0,1477,0.75,2493.0,44,56.65909090909091,2,Doctorate,Blue
1605,41,6,3,1438.3,0,0.0,4200.0,86,48.83720930232558,2,High School,Blue
1607,36,6,3,28292.0,0,0.0,3948.0,60,65.8,2,Graduate,Blue
1608,31,3,3,2933.0,1011,0.345,5089.0,71,71.67605633802818,2,College,Blue
1610,39,3,3,4173.0,1771,0.424,2554.0,47,54.340425531914896,2,Graduate,Blue
1613,37,5,2,2541.0,1398,0.55,4698.0,88,53.38636363636363,2,Unknown,Blue
1619,35,4,3,3585.0,0,0.0,4806.0,81,59.333333333333336,2,College,Blue
1620,39,4,3,13509.0,2060,0.152,3702.0,64,57.84375,2,Unknown,Blue
1621,36,5,3,1623.0,729,0.449,4423.0,65,68.04615384615384,2,Uneducated,Blue
1624,36,6,3,2325.0,238,0.102,2306.0,47,49.06382978723404,2,Unknown,Blue
1628,40,3,4,2827.0,1182,0.418,4583.0,72,63.65277777777778,2,Uneducated,Blue
1631,36,4,3,2611.0,787,0.301,2955.0,56,52.767857142857146,2,Uneducated,Blue
1642,39,2,3,20769.0,901,0.043,1835.0,43,42.674418604651166,2,Post-Graduate,Blue
1650,43,5,3,2574.0,1555,0.604,4134.0,62,66.6774193548387,2,High School,Blue
1662,44,3,3,5731.0,0,0.0,4751.0,85,55.89411764705882,2,High School,Blue
1666,45,4,3,6943.0,600,0.086,4946.0,80,61.825,2,College,Blue
1669,36,6,3,1438.3,0,0.0,3832.0,87,44.04597701149425,2,College,Blue
1675,45,6,3,1438.3,0,0.0,4670.0,82,56.951219512195124,2,High School,Blue
1676,40,4,5,14951.0,1413,0.095,3899.0,68,57.338235294117645,2,Graduate,Blue
1685,45,6,3,13199.0,781,0.059,1927.0,44,43.79545454545455,2,Graduate,Silver
1687,46,5,4,1977.0,0,0.0,2341.0,37,63.270270270270274,2,High School,Blue
1691,42,6,3,12882.0,1402,0.109,4407.0,84,52.464285714285715,2,Graduate,Blue
1692,39,4,3,6348.0,798,0.126,4135.0,71,58.23943661971831,2,Unknown,Blue
1695,36,4,2,2836.0,1362,0.48,4192.0,90,46.577777777777776,2,Graduate,Blue
1697,39,5,3,2501.0,0,0.0,4837.0,87,55.59770114942529,2,College,Blue
1700,34,5,3,1452.0,0,0.0,4571.0,72,63.486111111111114,2,Uneducated,Blue
1709,28,4,3,1438.3,599,0.416,5136.0,76,67.57894736842105,2,Graduate,Blue
1710,50,5,4,24250.0,278,0.011,2153.0,41,52.51219512195122,2,Unknown,Blue
1713,44,5,5,2421.0,2312,0.91323,4219.0,69,61.14492753623188,2,Graduate,Blue
1715,42,5,3,8856.0,1433,0.162,5072.0,77,65.87012987012987,2,Unknown,Blue
1717,33,3,2,3942.0,1711,0.434,4622.0,71,65.09859154929578,2,High School,Blue
1720,44,3,3,1816.0,0,0.0,2474.0,44,56.22727272727273,2,High School,Blue
1721,35,3,3,14958.0,1644,0.11,4038.0,68,59.38235294117647,2,Graduate,Blue
1725,36,3,3,3832.0,1439,0.376,4741.0,88,53.875,2,Unknown,Blue
1728,40,5,3,2634.0,1644,0.624,4190.0,71,59.014084507042256,2,Post-Graduate,Blue
1730,36,3,3,3068.0,0,0.0,4533.0,79,57.379746835443036,2,Unknown,Blue
1732,50,3,5,7359.0,0,0.0,2869.0,43,66.72093023255815,2,Uneducated,Blue
1733,36,3,3,5678.0,2082,0.367,5092.0,70,72.74285714285715,2,Graduate,Blue
1737,36,4,3,1438.3,0,0.0,4302.0,74,58.13513513513514,2,Uneducated,Blue
1740,36,6,2,3383.0,1458,0.431,4897.0,75,65.29333333333334,2,Uneducated,Blue
1749,36,3,3,1699.0,0,0.0,5495.0,87,63.160919540229884,2,Graduate,Blue
1750,40,3,4,13095.0,1836,0.14,1552.0,32,48.5,2,Graduate,Blue
1751,48,1,4,5396.0,1803,0.334,2107.0,39,54.02564102564103,2,High School,Blue
1753,46,5,3,4669.0,1913,0.41,4363.0,73,59.76712328767123,2,Graduate,Blue
1760,30,3,3,4068.0,0,0.0,5161.0,83,62.18072289156626,2,Graduate,Blue
1764,44,3,3,24028.0,0,0.0,3531.0,73,48.36986301369863,2,Uneducated,Blue
1765,36,4,3,1936.0,1101,0.569,4578.0,70,65.4,2,Graduate,Blue
1769,36,3,3,2060.0,0,0.0,1976.0,44,44.90909090909091,2,Graduate,Blue
1770,40,6,4,2473.0,0,0.0,2133.0,44,48.47727272727273,2,Graduate,Blue
1773,40,3,3,2774.0,1362,0.491,4802.0,91,52.76923076923077,2,Graduate,Blue
1774,42,3,4,6263.0,2517,0.402,2613.0,50,52.26,2,Uneducated,Blue
1780,36,6,3,6606.0,2517,0.381,4493.0,68,66.07352941176471,2,High School,Blue
1782,36,5,3,7075.0,1676,0.237,4160.0,75,55.46666666666667,2,Graduate,Blue
1785,37,3,3,1438.3,0,0.0,4154.0,78,53.256410256410255,2,Unknown,Blue
1786,32,6,3,3454.0,0,0.0,2826.0,39,72.46153846153847,2,High School,Blue
1788,40,3,5,4462.0,706,0.158,2526.0,41,61.609756097560975,2,Graduate,Blue
1789,29,6,3,1564.0,0,0.0,5172.0,78,66.3076923076923,2,Unknown,Blue
1790,42,4,3,2719.0,0,0.0,4172.0,65,64.18461538461538,2,High School,Blue
1792,34,2,3,8583.0,0,0.0,1794.0,31,57.87096774193548,2,High School,Blue
1794,38,4,3,34516.0,1426,0.041,4814.0,71,67.80281690140845,2,Uneducated,Gold
1798,34,5,3,13734.0,568,0.041,4283.0,67,63.92537313432836,2,College,Blue
1802,36,3,3,24512.0,766,0.031,4561.0,78,58.47435897435897,2,Uneducated,Blue
1805,39,2,3,10061.0,0,0.0,2802.0,52,53.88461538461539,2,High School,Blue
1807,28,3,3,9371.0,1066,0.114,4754.0,78,60.94871794871795,2,Graduate,Blue
1810,36,6,3,3281.0,1682,0.513,4109.0,69,59.55072463768116,2,High School,Blue
1813,45,1,3,2815.0,1848,0.656,2618.0,29,90.27586206896552,2,Graduate,Blue
1814,36,5,3,9078.0,1194,0.132,4458.0,87,51.241379310344826,2,High School,Blue
1815,38,3,3,9234.0,0,0.0,2586.0,44,58.77272727272727,2,Uneducated,Blue
1816,46,6,4,4232.0,0,0.0,2312.0,37,62.486486486486484,2,Graduate,Blue
1820,36,3,3,5576.0,0,0.0,4322.0,85,50.84705882352941,2,Unknown,Blue
1822,41,3,2,4169.0,1549,0.372,4519.0,82,55.109756097560975,2,High School,Blue
1823,37,6,3,18085.0,747,0.041,4583.0,76,60.30263157894737,2,Unknown,Blue
