,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,cluster_label,Education_Level,Card_Category
453,46,6,1,28465.0,0,0.0,1693.0,37,45.75675675675676,0,College,Blue
454,37,4,1,2104.0,1267,0.602,1732.0,35,49.48571428571429,0,High School,Blue
455,37,4,1,15610.0,2048,0.131,1916.0,58,33.03448275862069,0,Graduate,Blue
456,32,3,2,34516.0,1356,0.039,1531.0,48,31.895833333333332,0,Doctorate,Blue
457,53,4,1,5462.0,1864,0.341,1523.0,35,43.51428571428571,0,Doctorate,Blue
458,22,4,2,4561.0,2029,0.445,1874.0,38,49.31578947368421,0,High School,Blue
459,15,4,2,2600.0,1876,0.722,2625.0,45,58.333333333333336,0,Unknown,Blue
460,37,3,1,12181.0,1702,0.14,1478.0,33,44.78787878787879,0,High School,Blue
462,27,5,3,10029.0,606,0.06,2192.0,58,37.793103448275865,0,Doctorate,Blue
463,15,6,3,2347.0,0,0.0,2595.0,56,46.339285714285715,0,College,Blue
464,36,4,1,13904.0,625,0.045,3151.0,67,47.02985074626866,0,High School,Blue
465,43,4,2,32558.0,2016,0.062,1440.0,37,38.91891891891892,0,Unknown,Blue
466,44,4,1,12902.0,1860,0.144,1273.0,33,38.57575757575758,0,Unknown,Blue
467,36,4,1,2509.0,1144,0.456,1804.0,38,47.473684210526315,0,Uneducated,Blue
468,22,3,3,2484.0,2149,0.865,1200.0,28,42.857142857142854,0,Graduate,Blue
470,18,4,3,4532.0,0,0.0,1885.0,55,34.27272727272727,0,Graduate,Blue
472,36,4,2,19127.0,1880,0.098,1859.0,33,56.333333333333336,0,High School,Blue
473,37,5,2,32641.0,1551,0.048,1327.0,30,44.233333333333334,0,College,Blue
475,31,5,2,2417.0,1929,0.798,1773.0,42,42.214285714285715,0,Graduate,Blue
476,50,6,2,3796.0,2396,0.631,2069.0,54,38.31481481481482,0,Unknown,Blue
477,46,6,1,2894.0,2077,0.718,1017.0,25,40.68,0,Graduate,Blue
478,26,2,1,16730.0,1956,0.117,1740.0,43,40.46511627906977,0,Post-Graduate,Blue
479,33,4,3,3477.0,1875,0.539,1897.0,50,37.94,0,Graduate,Blue
480,22,4,2,6361.0,694,0.109,1499.0,31,48.354838709677416,0,High School,Blue
481,38,4,1,2461.0,1586,0.644,1729.0,35,49.4,0,Unknown,Blue
482,38,5,2,4075.0,1986,0.487,2449.0,27,90.70370370370371,0,Graduate,Blue
483,36,3,2,6077.0,1397,0.23,2837.0,74,38.33783783783784,0,Graduate,Blue
484,53,6,1,3118.0,1528,0.49,1291.0,24,53.791666666666664,0,College,Blue
487,49,3,2,9926.0,2018,0.203,2235.0,57,39.21052631578947,0,Unknown,Blue
488,20,5,2,8592.0,1201,0.14,1842.0,50,36.84,0,Uneducated,Blue
489,26,5,3,1910.0,1164,0.609,2028.0,39,52.0,0,Post-Graduate,Blue
490,36,4,3,3539.0,2517,0.711,1677.0,45,37.266666666666666,0,Graduate,Blue
492,55,5,3,1438.3,0,0.0,2249.0,61,36.868852459016395,0,Graduate,Blue
493,36,4,3,3454.0,1603,0.464,1575.0,41,38.41463414634146,0,Graduate,Blue
494,29,5,1,14315.0,690,0.048,2603.0,56,46.482142857142854,0,Graduate,Blue
496,15,2,2,1730.0,1616,0.91323,882.0899999999999,27,32.669999999999995,0,High School,Blue
498,25,6,1,8673.0,0,0.0,2457.0,58,42.36206896551724,0,Graduate,Blue
499,45,4,2,11102.0,1946,0.175,1448.0,36,40.22222222222222,0,Uneducated,Blue
504,43,5,1,4450.0,1444,0.324,1326.0,44,30.136363636363637,0,High School,Blue
505,29,4,2,4323.0,1267,0.293,3078.0,58,53.06896551724138,0,Uneducated,Blue
506,18,6,3,2032.0,1003,0.494,2454.0,46,53.34782608695652,0,Graduate,Blue
507,39,4,1,7469.0,1752,0.235,2050.0,46,44.56521739130435,0,College,Blue
508,21,3,1,34516.0,907,0.026,2298.0,55,41.78181818181818,0,Uneducated,Silver
509,44,3,3,2636.0,2357,0.894,1333.0,34,39.205882352941174,0,Graduate,Blue
512,48,4,2,4599.0,637,0.139,2608.0,78,33.43589743589744,0,Unknown,Blue
514,45,5,2,2683.0,1671,0.623,1406.0,37,38.0,0,Graduate,Blue
517,27,5,2,34516.0,1568,0.045,2873.0,73,39.35616438356164,0,Graduate,Silver
518,28,5,1,4439.0,844,0.19,2858.0,71,40.25352112676056,0,Graduate,Blue
521,32,3,1,7169.0,902,0.126,1438.0,35,41.08571428571429,0,Graduate,Blue
523,21,4,1,6315.0,1305,0.207,2205.0,43,51.27906976744186,0,Graduate,Blue
525,52,5,3,12291.0,2289,0.186,1683.0,50,33.66,0,Uneducated,Blue
526,47,4,2,8633.0,2517,0.292,2066.0,51,40.509803921568626,0,Doctorate,Blue
527,49,3,1,11374.0,2517,0.221,1088.0,26,41.84615384615385,0,Graduate,Blue
528,15,5,3,21691.0,661,0.03,2534.0,51,49.68627450980392,0,Unknown,Blue
529,27,6,2,2926.0,1346,0.46,1851.0,48,38.5625,0,Graduate,Blue
532,15,5,3,2539.0,2162,0.852,2386.0,47,50.765957446808514,0,High School,Blue
534,55,6,3,7478.0,0,0.0,2213.0,62,35.693548387096776,0,Graduate,Blue
535,19,5,3,2370.0,1699,0.717,2411.0,53,45.490566037735846,0,Uneducated,Blue
536,36,6,1,3478.0,2517,0.724,1409.0,49,28.755102040816325,0,Post-Graduate,Blue
537,32,6,2,1539.0,989,0.643,1987.0,47,42.276595744680854,0,High School,Blue
539,16,4,3,2751.0,1599,0.581,2270.0,44,51.59090909090909,0,College,Blue
541,49,4,1,8902.0,1932,0.217,969.0,29,33.41379310344828,0,Graduate,Blue
542,26,4,2,23622.0,1153,0.049,2574.0,65,39.6,0,Uneducated,Blue
544,28,3,3,7049.0,0,0.0,1475.0,27,54.629629629629626,0,Uneducated,Blue
545,30,5,1,15936.0,827,0.052,2477.0,49,50.55102040816327,0,College,Blue
546,19,5,4,2926.0,0,0.0,2775.0,74,37.5,0,Uneducated,Blue
548,46,6,1,5381.0,0,0.0,1910.0,38,50.26315789473684,0,High School,Blue
549,55,5,1,2661.0,1466,0.551,1354.0,25,54.16,0,High School,Blue
550,42,4,1,8329.0,877,0.105,1570.0,56,28.035714285714285,0,Unknown,Blue
552,53,3,2,9055.0,1560,0.172,1755.0,45,39.0,0,Doctorate,Blue
553,28,4,3,3478.0,0,0.0,2133.0,54,39.5,0,Graduate,Blue
554,35,5,1,10357.0,0,0.0,911.0,25,36.44,0,Post-Graduate,Silver
556,28,3,1,4646.0,1680,0.362,2234.0,35,63.82857142857143,0,Unknown,Blue
557,55,3,3,3422.0,0,0.0,1973.0,59,33.440677966101696,0,Graduate,Blue
558,28,3,2,4365.0,0,0.0,1720.0,40,43.0,0,Graduate,Blue
561,29,6,3,2029.0,1190,0.586,1802.0,40,45.05,0,Unknown,Blue
562,17,6,3,16659.0,0,0.0,2551.0,74,34.472972972972975,0,Graduate,Silver
563,46,4,2,2203.0,1394,0.633,1788.0,45,39.733333333333334,0,Graduate,Blue
565,26,4,1,2037.0,0,0.0,2563.0,64,40.046875,0,Unknown,Blue
566,31,6,1,2014.0,896,0.445,2460.0,52,47.30769230769231,0,Unknown,Blue
570,26,5,1,3616.0,0,0.0,3133.0,72,43.513888888888886,0,High School,Blue
571,49,5,2,1479.0,601,0.406,1621.0,32,50.65625,0,Post-Graduate,Blue
572,15,4,4,2237.0,451,0.202,2192.0,36,60.888888888888886,0,Uneducated,Blue
574,36,3,1,2159.0,1004,0.465,1353.0,30,45.1,0,Unknown,Blue
576,20,3,3,8260.0,2077,0.251,2323.0,47,49.42553191489362,0,Graduate,Blue
577,35,5,1,3864.0,1901,0.492,1018.0,32,31.8125,0,High School,Blue
578,27,3,3,22382.0,0,0.0,882.0899999999999,19,46.425789473684205,0,High School,Blue
579,53,6,1,2675.0,2517,0.91323,1959.0,56,34.982142857142854,0,Graduate,Blue
580,36,5,2,3421.0,2308,0.675,2269.0,39,58.17948717948718,0,Uneducated,Blue
581,51,4,2,6922.0,1704,0.246,1449.0,28,51.75,0,High School,Blue
583,24,5,2,16915.0,1679,0.099,2795.0,55,50.81818181818182,0,High School,Blue
584,15,6,2,1473.0,0,0.0,2099.0,39,53.82051282051282,0,High School,Blue
585,17,5,3,4631.0,1991,0.43,2864.0,37,77.4054054054054,0,College,Blue
586,36,5,3,2253.0,1375,0.61,1324.0,38,34.8421052631579,0,Uneducated,Blue
587,15,6,3,3544.0,0,0.0,2435.0,63,38.65079365079365,0,Unknown,Blue
588,19,3,3,3480.0,0,0.0,2744.0,75,36.586666666666666,0,High School,Blue
589,36,6,2,34516.0,933,0.027,1804.0,32,56.375,0,Graduate,Blue
590,32,3,2,34516.0,2098,0.061,3093.0,66,46.86363636363637,0,Unknown,Silver
592,26,6,3,15755.0,1410,0.089,2061.0,61,33.78688524590164,0,College,Blue
594,30,6,2,8960.0,1054,0.118,1488.0,26,57.23076923076923,0,Graduate,Blue
595,15,3,3,7102.0,0,0.0,2411.0,41,58.80487804878049,0,Graduate,Blue
596,49,5,1,30310.0,0,0.0,3703.0,91,40.69230769230769,0,Graduate,Silver
597,23,5,2,2498.0,1632,0.653,2048.0,35,58.51428571428571,0,Graduate,Blue
598,27,3,3,3049.0,2198,0.721,2617.0,48,54.520833333333336,0,Unknown,Blue
600,28,4,2,8995.0,1547,0.172,2398.0,61,39.31147540983606,0,Graduate,Blue
601,15,3,2,2404.0,1198,0.498,2692.0,63,42.73015873015873,0,High School,Blue
602,32,4,2,2807.0,1845,0.657,1346.0,26,51.76923076923077,0,High School,Blue
603,32,6,2,3254.0,0,0.0,967.0,24,40.291666666666664,0,Uneducated,Blue
605,18,5,1,4726.0,1380,0.292,1723.0,31,55.58064516129032,0,Unknown,Blue
607,20,4,1,2462.0,2021,0.821,2320.0,57,40.70175438596491,0,Graduate,Blue
609,15,4,2,3568.0,2175,0.61,1913.0,35,54.65714285714286,0,High School,Blue
610,42,3,2,1438.3,0,0.0,1088.0,22,49.45454545454545,0,High School,Blue
612,18,4,3,2033.0,1471,0.724,2236.0,55,40.654545454545456,0,Uneducated,Blue
613,20,5,1,5153.0,2517,0.488,3095.0,63,49.12698412698413,0,Graduate,Blue
614,27,6,3,9238.0,0,0.0,2522.0,68,37.088235294117645,0,Graduate,Blue
617,42,5,2,17302.0,1339,0.077,1181.0,30,39.36666666666667,0,Graduate,Blue
619,15,3,2,1442.0,1428,0.91323,1134.0,26,43.61538461538461,0,Post-Graduate,Blue
620,24,4,2,2063.0,0,0.0,1859.0,43,43.23255813953488,0,Uneducated,Blue
623,30,6,2,16043.0,0,0.0,2599.0,47,55.297872340425535,0,Unknown,Blue
624,36,4,3,3312.0,2491,0.752,2670.0,50,53.4,0,Graduate,Blue
625,19,2,3,3100.0,2517,0.812,882.0899999999999,19,46.425789473684205,0,College,Blue
628,26,5,2,8621.0,1251,0.145,1989.0,37,53.75675675675676,0,Graduate,Blue
630,24,6,3,12634.0,0,0.0,882.0899999999999,19,46.425789473684205,0,Graduate,Blue
632,36,3,3,2677.0,1390,0.519,2170.0,63,34.44444444444444,0,Graduate,Blue
633,26,6,2,16040.0,1220,0.076,1923.0,49,39.244897959183675,0,Uneducated,Blue
634,36,3,3,2801.0,1980,0.707,1600.0,45,35.55555555555556,0,High School,Blue
635,48,3,3,12423.0,1910,0.154,1208.0,38,31.789473684210527,0,Unknown,Blue
636,36,4,2,2956.0,2411,0.816,1896.0,31,61.16129032258065,0,Unknown,Blue
637,19,4,1,4255.0,1748,0.411,2236.0,57,39.228070175438596,0,High School,Blue
638,37,4,1,3291.0,1607,0.488,1984.0,38,52.21052631578947,0,Graduate,Blue
639,49,3,1,14015.0,2065,0.147,1903.0,49,38.83673469387755,0,High School,Blue
640,36,3,2,15124.0,1974,0.131,1850.0,44,42.04545454545455,0,Graduate,Blue
641,53,5,3,7712.0,962,0.125,1574.0,34,46.294117647058826,0,Graduate,Blue
643,31,5,1,1438.3,0,0.0,2075.0,66,31.439393939393938,0,High School,Blue
644,44,6,2,2173.0,1520,0.699,1485.0,26,57.11538461538461,0,Graduate,Blue
645,25,3,3,5616.0,0,0.0,1564.0,31,50.45161290322581,0,Graduate,Blue
646,23,4,3,7189.0,1550,0.216,1935.0,52,37.21153846153846,0,High School,Blue
648,49,4,2,3143.0,2517,0.801,1323.0,25,52.92,0,Graduate,Blue
650,36,3,2,9095.0,2517,0.277,1347.0,27,49.888888888888886,0,High School,Blue
653,53,4,1,2942.0,2022,0.687,1479.0,28,52.82142857142857,0,Graduate,Blue
654,43,4,2,14938.0,1155,0.077,2248.0,51,44.07843137254902,0,College,Blue
655,24,4,4,34516.0,934,0.027,1768.0,52,34.0,0,Graduate,Blue
657,36,5,2,3295.0,2002,0.608,1191.0,34,35.029411764705884,0,High School,Blue
658,24,6,2,4232.0,2092,0.494,2565.0,69,37.17391304347826,0,Graduate,Blue
660,18,4,1,2710.0,629,0.232,1718.0,37,46.432432432432435,0,Graduate,Blue
662,15,3,3,12616.0,0,0.0,1376.0,29,47.44827586206897,0,High School,Blue
663,47,3,1,2212.0,1392,0.629,1387.0,34,40.794117647058826,0,High School,Blue
666,36,4,4,1737.0,1145,0.659,1954.0,42,46.523809523809526,0,College,Blue
667,23,6,1,2718.0,2156,0.793,1711.0,36,47.52777777777778,0,Unknown,Blue
668,39,4,1,9264.0,629,0.068,4107.0,79,51.9873417721519,0,High School,Blue
669,19,4,3,7970.0,0,0.0,1284.0,30,42.8,0,College,Blue
672,32,5,1,6629.0,1389,0.21,3891.0,69,56.391304347826086,0,Graduate,Blue
673,27,6,2,5535.0,1276,0.231,1764.0,38,46.421052631578945,0,Graduate,Blue
674,21,4,3,5297.0,0,0.0,2655.0,62,42.82258064516129,0,Doctorate,Blue
675,55,4,2,6500.0,1786,0.275,1497.0,27,55.44444444444444,0,Graduate,Blue
677,46,6,2,2737.0,2517,0.91323,1619.0,37,43.75675675675676,0,Graduate,Blue
678,15,3,3,2109.0,1542,0.731,2261.0,56,40.375,0,Unknown,Blue
679,42,3,2,8302.0,2517,0.303,1576.0,34,46.35294117647059,0,Graduate,Blue
680,36,4,3,3636.0,1884,0.518,4254.0,79,53.848101265822784,0,Uneducated,Blue
681,46,5,1,5184.0,1856,0.358,1834.0,55,33.345454545454544,0,High School,Blue
682,49,6,1,1438.3,0,0.0,1281.0,32,40.03125,0,College,Blue
685,17,4,1,2638.0,2092,0.793,1868.0,43,43.44186046511628,0,Graduate,Blue
688,15,5,2,2469.0,2410,0.91323,1027.0,20,51.35,0,Graduate,Blue
689,20,6,2,14244.0,1673,0.117,2729.0,66,41.34848484848485,0,Unknown,Blue
690,53,5,3,15965.0,2312,0.145,1619.0,40,40.475,0,Unknown,Blue
691,36,4,2,8818.0,1437,0.163,1865.0,31,60.16129032258065,0,Graduate,Blue
693,41,6,2,23742.0,0,0.0,3783.0,57,66.36842105263158,0,College,Blue
695,23,1,3,2218.0,1696,0.765,882.0899999999999,20,44.104499999999994,0,Uneducated,Blue
696,36,4,3,2557.0,1990,0.778,2266.0,57,39.75438596491228,0,Unknown,Blue
697,42,6,1,22938.0,1700,0.074,3428.0,54,63.48148148148148,0,Unknown,Blue
699,20,4,3,4712.0,955,0.203,2568.0,62,41.41935483870968,0,Uneducated,Blue
700,26,6,1,5510.0,2027,0.368,1980.0,42,47.142857142857146,0,Unknown,Blue
703,29,3,2,6168.0,2371,0.384,4303.0,80,53.7875,0,High School,Blue
705,31,6,1,2890.0,0,0.0,2040.0,36,56.666666666666664,0,Unknown,Blue
706,45,6,1,5660.0,2401,0.424,1932.0,35,55.2,0,Uneducated,Blue
708,55,3,3,10144.0,1295,0.128,1234.0,24,51.416666666666664,0,Uneducated,Blue
709,19,5,3,3156.0,2095,0.664,2739.0,56,48.910714285714285,0,Unknown,Blue
710,31,5,2,24936.0,2053,0.082,1810.0,38,47.63157894736842,0,Graduate,Blue
712,51,3,3,11037.0,1491,0.135,2429.0,63,38.55555555555556,0,Uneducated,Blue
713,36,6,1,12786.0,1880,0.147,1205.0,19,63.421052631578945,0,Unknown,Blue
715,36,4,2,27389.0,1250,0.046,2754.0,60,45.9,0,High School,Blue
716,55,5,3,20130.0,2355,0.117,2444.0,49,49.87755102040816,0,Uneducated,Blue
717,27,3,3,5780.0,938,0.162,2960.0,65,45.53846153846154,0,Graduate,Blue
718,15,3,3,10286.0,2286,0.222,2564.0,57,44.98245614035088,0,High School,Blue
719,36,3,1,2347.0,2163,0.91323,1631.0,40,40.775,0,Unknown,Blue
720,18,4,1,23125.0,1236,0.053,2536.0,69,36.7536231884058,0,Uneducated,Blue
721,43,6,2,3034.0,2517,0.83,1617.0,29,55.758620689655174,0,Unknown,Blue
722,29,3,2,2683.0,1738,0.648,2274.0,52,43.73076923076923,0,Graduate,Blue
723,40,5,2,12280.0,985,0.08,4263.0,70,60.9,0,Graduate,Blue
724,36,3,2,14607.0,1480,0.101,1393.0,38,36.6578947368421,0,Graduate,Blue
726,36,4,1,3552.0,2517,0.709,1342.0,26,51.61538461538461,0,Unknown,Blue
727,55,6,2,4613.0,1619,0.351,2328.0,62,37.54838709677419,0,Graduate,Blue
728,27,5,2,10386.0,1909,0.184,2119.0,52,40.75,0,College,Blue
729,16,6,2,1612.0,835,0.518,2148.0,40,53.7,0,Unknown,Blue
730,43,6,2,2423.0,1773,0.732,2038.0,64,31.84375,0,Graduate,Blue
732,51,3,3,3377.0,948,0.281,1407.0,44,31.977272727272727,0,Doctorate,Blue
734,37,6,1,34516.0,1580,0.046,4149.0,86,48.24418604651163,0,Post-Graduate,Gold
735,55,6,1,6479.0,1393,0.215,1618.0,47,34.42553191489362,0,Uneducated,Blue
736,31,5,3,2800.0,2517,0.899,1994.0,41,48.63414634146341,0,College,Blue
737,32,3,1,7709.0,2227,0.289,2520.0,61,41.31147540983606,0,Graduate,Blue
739,36,4,2,6182.0,1131,0.183,3546.0,63,56.285714285714285,0,Graduate,Blue
740,19,3,3,2186.0,1185,0.542,2614.0,67,39.014925373134325,0,Uneducated,Blue
741,43,6,2,2306.0,2200,0.91323,2097.0,57,36.78947368421053,0,High School,Blue
743,15,6,1,7571.0,2264,0.299,2273.0,49,46.38775510204081,0,Post-Graduate,Blue
744,26,3,2,3131.0,2379,0.76,2315.0,63,36.74603174603175,0,Uneducated,Blue
745,27,3,3,4274.0,2517,0.589,2257.0,54,41.7962962962963,0,College,Blue
748,39,5,1,6861.0,2101,0.306,3974.0,63,63.07936507936508,0,Graduate,Blue
749,43,5,1,5188.0,753,0.145,1540.0,30,51.333333333333336,0,Uneducated,Blue
751,22,3,3,6476.0,0,0.0,2723.0,66,41.25757575757576,0,Graduate,Blue
752,36,3,3,2791.0,2160,0.774,2214.0,56,39.535714285714285,0,Unknown,Blue
753,43,6,1,6704.0,1354,0.202,1331.0,30,44.36666666666667,0,Uneducated,Blue
755,25,5,3,5240.0,1451,0.277,2172.0,38,57.1578947368421,0,Graduate,Blue
756,40,6,2,4182.0,741,0.177,1297.0,24,54.041666666666664,0,High School,Blue
758,48,3,2,20803.0,1446,0.07,2073.0,43,48.2093023255814,0,Unknown,Blue
759,40,4,3,2419.0,2380,0.91323,4099.0,73,56.15068493150685,0,Uneducated,Blue
760,24,6,3,5156.0,1427,0.277,2057.0,54,38.092592592592595,0,High School,Blue
761,44,2,1,3032.0,0,0.0,1037.0,19,54.578947368421055,0,High School,Blue
763,43,5,2,8203.0,654,0.08,2910.0,63,46.19047619047619,0,Graduate,Blue
764,27,6,2,13655.0,1048,0.077,2383.0,59,40.389830508474574,0,Graduate,Blue
765,18,6,2,2598.0,1645,0.633,2483.0,59,42.08474576271186,0,Doctorate,Blue
766,17,6,3,3176.0,0,0.0,2298.0,67,34.298507462686565,0,Graduate,Blue
767,30,4,1,13919.0,1266,0.091,3699.0,67,55.208955223880594,0,Graduate,Blue
768,36,6,2,4204.0,499,0.119,4740.0,67,70.74626865671642,0,Uneducated,Blue
770,52,6,2,10974.0,0,0.0,1327.0,26,51.03846153846154,0,Uneducated,Blue
772,51,6,2,17198.0,0,0.0,4042.0,62,65.19354838709677,0,Graduate,Blue
774,52,4,1,1454.0,888,0.611,3060.0,56,54.642857142857146,0,Unknown,Blue
775,18,6,2,5110.0,1942,0.38,3028.0,76,39.8421052631579,0,Graduate,Blue
778,38,3,2,34516.0,802,0.023,1823.0,27,67.51851851851852,0,Unknown,Silver
779,21,4,3,1585.0,1535,0.91323,2299.0,49,46.91836734693877,0,Graduate,Blue
780,42,5,3,3251.0,1919,0.59,1406.0,31,45.354838709677416,0,High School,Blue
781,36,6,1,34516.0,1847,0.054,3284.0,65,50.52307692307692,0,Unknown,Silver
782,28,4,1,16443.0,1363,0.083,4252.0,64,66.4375,0,Graduate,Blue
783,36,5,1,4840.0,2517,0.52,1637.0,22,74.4090909090909,0,Graduate,Blue
784,53,5,1,2182.0,1558,0.714,1660.0,34,48.8235294117647,0,Uneducated,Blue
785,42,3,1,33996.0,949,0.028,3569.0,77,46.35064935064935,0,Graduate,Blue
786,35,3,2,1872.0,1167,0.623,2238.0,45,49.733333333333334,0,Graduate,Blue
787,37,5,1,10991.0,1328,0.121,3692.0,60,61.53333333333333,0,College,Blue
788,46,6,1,3939.0,2517,0.639,1489.0,34,43.794117647058826,0,Uneducated,Blue
792,39,6,2,13241.0,0,0.0,3157.0,76,41.53947368421053,0,Unknown,Blue
794,44,4,1,7181.0,2517,0.351,1636.0,39,41.94871794871795,0,Unknown,Blue
795,30,5,1,7554.0,1848,0.245,4150.0,64,64.84375,0,Graduate,Blue
796,24,5,3,2606.0,1818,0.698,1999.0,50,39.98,0,College,Blue
798,17,3,2,4868.0,1090,0.224,2907.0,69,42.130434782608695,0,Graduate,Blue
799,26,6,1,2239.0,1338,0.598,2466.0,60,41.1,0,High School,Blue
800,24,5,2,23032.0,840,0.036,2787.0,73,38.178082191780824,0,College,Blue
801,35,4,1,3065.0,0,0.0,3524.0,69,51.072463768115945,0,Graduate,Blue
802,55,4,3,7118.0,813,0.114,3964.0,66,60.06060606060606,0,Graduate,Blue
803,37,6,2,2403.0,0,0.0,3393.0,64,53.015625,0,Graduate,Blue
804,43,6,1,2999.0,1958,0.653,2073.0,48,43.1875,0,Unknown,Blue
805,28,5,1,2226.0,1607,0.722,2660.0,62,42.903225806451616,0,High School,Blue
806,31,5,3,3351.0,1847,0.551,1910.0,43,44.41860465116279,0,Graduate,Blue
808,45,3,2,5920.0,1589,0.268,1408.0,28,50.285714285714285,0,High School,Blue
809,37,5,1,9453.0,2188,0.231,1688.0,45,37.51111111111111,0,High School,Blue
810,40,4,2,7949.0,1514,0.19,3355.0,58,57.8448275862069,0,Graduate,Blue
811,36,3,1,1438.3,0,0.0,1904.0,47,40.51063829787234,0,Doctorate,Blue
812,51,6,3,26566.0,2517,0.095,3103.0,65,47.738461538461536,0,Uneducated,Blue
813,41,5,2,7457.0,0,0.0,3162.0,64,49.40625,0,Graduate,Blue
814,40,4,2,2383.0,1938,0.813,1616.0,37,43.67567567567568,0,Unknown,Blue
815,28,3,2,3701.0,969,0.262,3222.0,86,37.46511627906977,0,Graduate,Blue
816,18,3,1,4199.0,1903,0.453,3016.0,67,45.014925373134325,0,Graduate,Blue
817,22,3,3,5454.0,1108,0.203,2674.0,67,39.91044776119403,0,Post-Graduate,Blue
818,28,3,1,18570.0,1524,0.082,3999.0,96,41.65625,0,High School,Blue
819,33,5,2,25907.0,745,0.029,2058.0,56,36.75,0,Uneducated,Silver
820,36,6,3,2107.0,1351,0.641,1320.0,35,37.714285714285715,0,Graduate,Blue
823,32,4,2,26222.0,1073,0.041,1988.0,30,66.26666666666667,0,Doctorate,Blue
824,49,5,1,3377.0,1720,0.509,1621.0,32,50.65625,0,Graduate,Blue
826,41,6,1,5833.0,1747,0.3,3732.0,75,49.76,0,Graduate,Blue
828,48,6,3,7667.0,1193,0.156,3915.0,76,51.51315789473684,0,Uneducated,Blue
830,46,6,2,8037.0,2276,0.283,3271.0,71,46.070422535211264,0,Uneducated,Blue
831,26,4,3,2002.0,1377,0.688,2411.0,60,40.18333333333333,0,Uneducated,Blue
832,15,2,3,2010.0,1070,0.532,3625.0,85,42.64705882352941,0,College,Blue
834,19,3,2,1438.3,0,0.0,3786.0,67,56.507462686567166,0,High School,Blue
836,36,5,2,5076.0,1223,0.241,2675.0,57,46.92982456140351,0,Post-Graduate,Blue
837,38,3,2,32658.0,1482,0.045,2023.0,37,54.67567567567568,0,Doctorate,Silver
838,36,6,1,28634.0,926,0.032,4549.0,68,66.8970588235294,0,Uneducated,Blue
840,25,6,3,21434.0,1345,0.063,2143.0,46,46.58695652173913,0,Uneducated,Blue
841,30,3,2,8696.0,1482,0.17,2847.0,67,42.492537313432834,0,College,Blue
842,31,5,2,18974.0,2517,0.133,2783.0,56,49.69642857142857,0,Post-Graduate,Blue
844,20,6,3,2590.0,1748,0.675,2804.0,52,53.92307692307692,0,Unknown,Blue
845,21,6,3,6131.0,1270,0.207,2825.0,93,30.376344086021504,0,Unknown,Blue
846,54,4,2,1927.0,1319,0.684,4199.0,77,54.532467532467535,0,Unknown,Blue
847,48,6,2,1438.3,0,0.0,1336.0,32,41.75,0,Graduate,Blue
848,32,3,2,6637.0,0,0.0,1801.0,48,37.520833333333336,0,College,Blue
850,48,6,2,34516.0,0,0.0,1661.0,40,41.525,0,Graduate,Blue
851,15,5,3,2166.0,890,0.411,3563.0,70,50.9,0,College,Blue
852,18,6,3,16604.0,1716,0.103,2580.0,61,42.295081967213115,0,Uneducated,Blue
853,53,6,2,5446.0,1885,0.346,1505.0,33,45.60606060606061,0,High School,Blue
854,30,3,1,2888.0,1676,0.58,3798.0,58,65.48275862068965,0,Unknown,Blue
855,34,4,2,9451.0,1280,0.135,3179.0,79,40.24050632911393,0,Graduate,Blue
857,25,3,2,2282.0,0,0.0,2751.0,68,40.455882352941174,0,High School,Blue
860,38,4,2,12878.0,1628,0.126,1968.0,59,33.355932203389834,0,Doctorate,Blue
861,48,5,2,26218.0,0,0.0,3925.0,88,44.60227272727273,0,High School,Silver
862,23,6,3,2804.0,2090,0.745,2812.0,77,36.51948051948052,0,High School,Blue
863,23,6,3,3107.0,2354,0.758,2720.0,48,56.666666666666664,0,Post-Graduate,Blue
864,26,4,1,1438.3,0,0.0,2557.0,55,46.49090909090909,0,Graduate,Blue
866,55,6,2,3264.0,1348,0.413,1665.0,32,52.03125,0,Graduate,Blue
869,26,4,1,4726.0,1551,0.328,3658.0,70,52.25714285714286,0,Uneducated,Blue
871,27,5,2,15326.0,0,0.0,2990.0,55,54.36363636363637,0,Post-Graduate,Blue
872,38,3,1,11373.0,1319,0.116,1976.0,35,56.457142857142856,0,Unknown,Blue
873,54,3,1,2644.0,1691,0.64,3495.0,70,49.92857142857143,0,Uneducated,Blue
875,36,4,1,21416.0,0,0.0,4221.0,75,56.28,0,High School,Blue
877,38,4,1,7469.0,1899,0.254,3150.0,70,45.0,0,High School,Blue
879,36,6,2,34516.0,0,0.0,4077.0,67,60.850746268656714,0,Uneducated,Gold
880,17,4,3,13431.0,1583,0.118,2338.0,71,32.929577464788736,0,College,Silver
881,34,5,2,16284.0,0,0.0,3018.0,75,40.24,0,Unknown,Blue
882,55,4,2,3226.0,2073,0.643,3250.0,70,46.42857142857143,0,Uneducated,Blue
884,30,4,2,6391.0,0,0.0,2323.0,44,52.79545454545455,0,Graduate,Blue
885,38,5,2,16920.0,2157,0.127,3275.0,60,54.583333333333336,0,Graduate,Blue
886,17,4,1,4704.0,0,0.0,3294.0,87,37.86206896551724,0,Graduate,Blue
888,21,5,2,1677.0,0,0.0,3059.0,50,61.18,0,College,Blue
